HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.full_text,Answer.emotion.label,Approve,Reject
362E9TQF2HKLEDFYO591TVGJY9KIGG,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,33LK57MYLUZCLSBTABW67NYY9XOZSQ,A23HZ18KTCK2DA,Approved,Thu Mar 12 10:41:17 PDT 2020,Thu Mar 12 10:42:17 PDT 2020,Sat Mar 14 10:42:17 PDT 2020,Thu Mar 12 10:43:33 PDT 2020,,,60,100% (18/18),100% (18/18),100% (18/18),I was ready to pay for this during closed beta! Let's Goo,Excitement / Anticipation,X,
362E9TQF2HKLEDFYO591TVGJY9KIGG,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,33PPUNGG39Z0KDBGVMW1HDT2NV5ZR2,A33I17JEFZ925P,Approved,Thu Mar 12 10:41:16 PDT 2020,Thu Mar 12 10:41:22 PDT 2020,Sat Mar 14 10:41:22 PDT 2020,Thu Mar 12 10:43:33 PDT 2020,,,6,90% (9/10),90% (9/10),90% (9/10),I was ready to pay for this during closed beta! Let's Goo,Happiness / Joy,X,
362E9TQF2HKLEDFYO591TVGJY9KIGG,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3GFK2QRXXAB7LV8DNSZRF8UOEBCW5V,A17INFFRJESCZ5,Approved,Thu Mar 12 10:40:42 PDT 2020,Thu Mar 12 10:40:53 PDT 2020,Sat Mar 14 10:40:53 PDT 2020,Thu Mar 12 10:43:34 PDT 2020,,,11,100% (5/5),100% (5/5),100% (5/5),I was ready to pay for this during closed beta! Let's Goo,Excitement / Anticipation,X,
3QHITW7OYO3XLKQEFDM06BW2ROOAQZ,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,4,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,38YMOXR4MVT34Z8RSB9W7E8OA6NW6B,A2PTXQ060AH5S5,Approved,Thu Mar 12 10:40:42 PDT 2020,Thu Mar 12 10:41:04 PDT 2020,Sat Mar 14 10:41:04 PDT 2020,Thu Mar 12 10:43:35 PDT 2020,,,22,100% (7/7),100% (7/7),100% (7/7),"I am so excited for this book .. I am two chapters away from finishing the greatest You by @TrentShelton Just intime to stick my nose right into another heart string pulling. Ass kicking, dig deep and grow page turner ",Excitement / Anticipation,X,
3QHITW7OYO3XLKQEFDM06BW2ROOAQZ,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,4,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3N1FSUEFL6UQG64MSSBRISZP7ZED41,AXAXLC0TXQ0QW,Approved,Thu Mar 12 10:53:57 PDT 2020,Thu Mar 12 10:54:08 PDT 2020,Sat Mar 14 10:54:08 PDT 2020,Thu Mar 12 13:01:04 PDT 2020,,,11,100% (2/2),100% (2/2),100% (2/2),"I am so excited for this book .. I am two chapters away from finishing the greatest You by @TrentShelton Just intime to stick my nose right into another heart string pulling. Ass kicking, dig deep and grow page turner ",Happiness / Joy,X,
3QHITW7OYO3XLKQEFDM06BW2ROOAQZ,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,4,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3QL2OFSM97C2XM8EA1VCXVN7DGVCNT,A191V7PT3DQKDP,Rejected,Thu Mar 12 10:42:12 PDT 2020,Thu Mar 12 10:42:36 PDT 2020,Sat Mar 14 10:42:36 PDT 2020,,Thu Mar 12 10:44:29 PDT 2020,wrong,24,95% (21/22),95% (21/22),95% (21/22),"I am so excited for this book .. I am two chapters away from finishing the greatest You by @TrentShelton Just intime to stick my nose right into another heart string pulling. Ass kicking, dig deep and grow page turner ",Happiness / Joy,X,
3QHITW7OYO3XLKQEFDM06BW2ROOAQZ,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,4,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3Z4XG4ZF49L5XDW5VV2GTBIMP3JX8R,A23HZ18KTCK2DA,Approved,Thu Mar 12 10:41:32 PDT 2020,Thu Mar 12 10:45:15 PDT 2020,Sat Mar 14 10:45:15 PDT 2020,Thu Mar 12 13:01:04 PDT 2020,,,223,100% (18/18),100% (18/18),100% (18/18),"I am so excited for this book .. I am two chapters away from finishing the greatest You by @TrentShelton Just intime to stick my nose right into another heart string pulling. Ass kicking, dig deep and grow page turner ",Excitement / Anticipation,X,
3WGCNLZJKF272N99E8NNVBW04FTD19,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,33M4IA01QHVBFIB1U48GKSDRFV7XR3,A2PTXQ060AH5S5,Approved,Thu Mar 12 10:42:08 PDT 2020,Thu Mar 12 10:42:24 PDT 2020,Sat Mar 14 10:42:24 PDT 2020,Thu Mar 12 10:43:36 PDT 2020,,,16,100% (7/7),100% (7/7),100% (7/7),The ABP Southampton Marathon is now only 45 days away we hope you are as excited as we are If you haven't yet signed up why not sign up today!,Happiness / Joy,X,
3WGCNLZJKF272N99E8NNVBW04FTD19,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3LPW2N6LKUWUTRJ8SSKQXK9RTV25U6,A33I17JEFZ925P,Approved,Thu Mar 12 10:42:13 PDT 2020,Thu Mar 12 10:42:17 PDT 2020,Sat Mar 14 10:42:17 PDT 2020,Thu Mar 12 10:43:36 PDT 2020,,,4,90% (9/10),90% (9/10),90% (9/10),The ABP Southampton Marathon is now only 45 days away we hope you are as excited as we are If you haven't yet signed up why not sign up today!,Excitement / Anticipation,X,
3WGCNLZJKF272N99E8NNVBW04FTD19,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3TXD01ZLD5BCX8F8EN1GSS3DTZ74U0,A23HZ18KTCK2DA,Approved,Thu Mar 12 10:41:20 PDT 2020,Thu Mar 12 10:42:59 PDT 2020,Sat Mar 14 10:42:59 PDT 2020,Thu Mar 12 10:44:40 PDT 2020,,,99,100% (18/18),100% (18/18),100% (18/18),The ABP Southampton Marathon is now only 45 days away we hope you are as excited as we are If you haven't yet signed up why not sign up today!,Excitement / Anticipation,X,
3JHB4BPSFK3JG1G9N780AGLIL66Q90,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3EG49X351V6ITZDH2G5I9XMVJ8TX65,A33I17JEFZ925P,Approved,Thu Mar 12 10:41:31 PDT 2020,Thu Mar 12 10:41:37 PDT 2020,Sat Mar 14 10:41:37 PDT 2020,Thu Mar 12 10:43:35 PDT 2020,,,6,90% (9/10),90% (9/10),90% (9/10),Only 2 more sleeps until the opening night of @LondonIFF  Really excited to attend the European Premiere of @lagedorfilm and hang out with the awesome @JennaSuru @JamieLeeHill2 @KellyTziouveli and many others   #filmpremiere #supportindiefilm,Excitement / Anticipation,X,
3JHB4BPSFK3JG1G9N780AGLIL66Q90,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3ERMJ6L4DZMQ3NSI7J814U6T7FU7MV,A23HZ18KTCK2DA,Approved,Thu Mar 12 10:41:24 PDT 2020,Thu Mar 12 10:44:10 PDT 2020,Sat Mar 14 10:44:10 PDT 2020,Thu Mar 12 10:44:39 PDT 2020,,,166,100% (18/18),100% (18/18),100% (18/18),Only 2 more sleeps until the opening night of @LondonIFF  Really excited to attend the European Premiere of @lagedorfilm and hang out with the awesome @JennaSuru @JamieLeeHill2 @KellyTziouveli and many others   #filmpremiere #supportindiefilm,Excitement / Anticipation,X,
3JHB4BPSFK3JG1G9N780AGLIL66Q90,3K17V65Z3MTB787QKE0LDQZV1G9M8F,What emotion does this text convey?,What emotion does this text convey?,"Happy/Joy, Excitement/Anticipation, Trust,  Fear,  Anger, Sadness",$0.01,Thu Mar 12 10:39:48 PDT 2020,3,BatchId:3953871;OriginalHitTemplateId:928390866;,240,172800,Sun Mar 15 10:39:48 PDT 2020,,,3RRCEFRB7N6X1962EWKLN2BP4E0B4Q,A37NFLYNUZQ0QS,Approved,Thu Mar 12 10:42:06 PDT 2020,Thu Mar 12 10:42:15 PDT 2020,Sat Mar 14 10:42:15 PDT 2020,Thu Mar 12 10:44:39 PDT 2020,,,9,100% (10/10),100% (10/10),100% (10/10),Only 2 more sleeps until the opening night of @LondonIFF  Really excited to attend the European Premiere of @lagedorfilm and hang out with the awesome @JennaSuru @JamieLeeHill2 @KellyTziouveli and many others   #filmpremiere #supportindiefilm,Excitement / Anticipation,X,
